number,name,date,proponents,parties,link,processing_status,processing_result,summary,keywords
2210594,청원경찰법 일부개정법률안,2025-05-23,"['전용기', '용혜인', '박정현', '박지원', '이건태', '이광희', '이병진', '주철현', '허성무', '황운하']","['더불어민주당', '기본소득당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2C5A0Z5Z0H7H1G6G2E1G2E5E4M3M4,1,,"제안이유 및 주요내용\n현행법에 따라 청원경찰은 중요 시설 등의 경비를 목적으로 필요한 범위에서 경찰관의 직무를 수행하고 있으며, 청원경찰의 의무와 복무 등은 일정 부분 국가공무원과 경찰공무원에 준하고 있으나 그 처우는 열악한 것이 현실임.\n심지어 국가기관과 지방자치단체에 소속된 청원경찰의 경우에도 유사업무를 수행하는 경찰공무원 및 방호직공무원 등에 비해 근무여건이 매우 열악한 상태임. 예를 들어, 국가기관과 지방자치단체에 소속된 청원경찰은 14년의 재직기간 동안 순경에 준하는 보수를 받다가 15년의 재직기간이 되어야 경장에 해당하는 보수등급을 적용받는 등, 유사 업무를 수행하는 공무원에 비해 그 보수의 인상수준이 매우 미약하여 청원경찰의 사기저하는 물론 기본생활의 어려움조차 발생하고 있는 실정임.\n이에 국가기관 또는 지방자치단체에 근무하는 청원경찰의 보수등급 상승에 소요되는 기간을 단축하고, 그 봉급은 같은 재직기간에 해당하는 경찰공무원의 봉급을 적용하도록 규정함으로써 청원경찰의 처우 개선을 통해 근로의욕을 고취시키고 사기를 진작시키려는 것임(안 제6조제2항).","['국가공무원', '공무원', '노동비하', '임금', '국가기관', '청년일자리', '노동법', '보수', '일자리창출', '고용', '부이사관', '처우', '노동자보호', '처우개선', '공공일자리', '경찰공무원']"
2210593,법원조직법 일부개정법률안,2025-05-23,"['박범계', '김병주', '김용민', '박균택', '박지원', '박홍근', '부승찬', '이성윤', '장경태', '허영']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2C5A0Z5Z2V1V2U0V0T8T2S9A3A8Y1,2,,"제안이유 및 주요내용\n현재 대법관은 대법원장을 포함하여 총 14명에 불과한 반면(그나마도 그 중 법원행정처장은 재판에 관여하지 않음) 최근 5년간 평균 대법원 본안 접수 건수는 매년 44,000건을 초과하고 있어 대법원이 국민들의 신속ㆍ충실한 권리구제는 물론 법령 해석 통일 기능도 충실하게 수행하기 어려운 상황으로, 이로 인한 대법원 업무부담 가중과 재판 지연 문제는 결국 국민의 ‘재판받을 권리’ 침해로 이어질 수 밖에 없음. 이와 같은 재판의 지연은 사법에 대한 불신을 증폭시키며, 심지어 재판이 너무 늦어져 소송 당사자가 사망하거나 경제적으로 파탄에 이르는 사례도 발생하고 있음.\n이에 대하여, 대법관 수를 늘리고 대법관의 임용자격을 확대하여 소수 엘리트 고위 법관 위주로 구성되어 있는 대법원의 구성을 다양화하면 대법관의 과도한 업무 부담을 줄일 수 있을 뿐만 아니라 다양한 배경, 경력, 가치관을 가진 인물들이 대법원으로 진입할 기회가 확대되고 변화하고 있는 사회적 흐름과 사회의 다원적 가치를 반영하는 판결이 나올 가능성도 커질 수 있다는 지적이 있음.\n이에 대법관의 수를 기존 14명에서 30명으로 증원하고 대법관 임용자격에 ‘학식과 덕망이 있고 각계 전문 분야에서 경험이 풍부하며 법률에 관한 소양이 있는 사람’을 추가하여, 사회적 다양성과 변화의 흐름을 판결에 반영하고 대법원의 신뢰를 제고하며 국민의 신속한 재판받을 권리와 재판청구권 보장, 그리고 법치주의 실현에 이바지하고자 하는 것임(안 제4조제2항 등).","['법률용어', '사법에대한불신', '심판관', '재판지연', '사법', '사법농단', '법령해석통일', '억울한판결', '사법부', '소송', '사법정의', '엘리트중심정책', '재판', '권리구제', '대법관증원', '법률개정', '사망', '법치주의', '재판받을권리']"
2210592,헌법재판소법 일부개정법률안,2025-05-23,"['박범계', '김용민', '김태년', '박균택', '박지원', '박홍근', '박희승', '이성윤', '장경태', '허영']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O5P0N5N1L8U1U7S5T5R3S8Q1R1N9,1,,"제안이유 및 주요내용\n헌법연구관은 헌법재판관을 보좌하면서 헌법재판 사건의 심리 및 심판에 관한 조사ㆍ연구업무에 종사하고 있는 자로서, 신분은 판사ㆍ검사와 동일한 특정직공무원임.\n헌법연구관은 판사？검사와 같이 변호사 자격자를 자격요건으로 정하고 있는 외에도, 외국의 입법과 판례를 조사하여 비교법적으로 분석하는 등 헌법재판 분야의 전문지식이 요구되는 업무성격을 고려하여 대학교수 등 박사학위를 소지한 경력자 등도 헌법연구관의 자격요건에 포함하고 있음.\n업무성격(연구업무)이 유사한 국ㆍ공립대학교수의 정년은 65세이며, 신분과 자격요건에서 유사한 판사의 정년은 60세에서 단계적으로 65세로 상향된 반면, 헌법연구관의 정년은 2003년도에 정년 규정이 신설된 이후 현재까지 60세로 변동이 없는 상태임.\n한편, 매년 접수사건이 늘어남에 따라 미제사건이 증가하는 추세 속에서, 심판사건의 난이성ㆍ비정형성 등의 심화로 헌법재판에 관한 조사ㆍ연구 업무를 전문적으로 수행하는 헌법연구관의 역할은 대단히 중요함.\n그러나 헌법연구관의 정년이 60세에 불과하다보니 정년이 상대적으로 긴 국공립대학 교수 및 판사로의 이직의 요인으로 작용하고 있으며, 최근 5년간(2020년~2024년) 이직한 16명의 헌법연구관 중 12명이 대학교수(6명) 및 판사(6명)로 이직하였음.\n이에 헌법연구관의 정년을 65세로 연장하여 헌법재판에 관한 지식과 경험, 전문성을 갖춘 숙련된 연구 인력을 장기간 활용함으로써, 헌법재판의 전문성과 신뢰성을 향상하고 사건처리의 신속성을 향상하고자 함(안 제19조제7항).","['학문생태계', '이직', '헌법재판소', '60대', '인사', '전문성', '미제사건', '연령', '연구인력', '헌법재판소장', '정년', '이승엽감독', '고용', '연구결과']"
2210591,에너지법 일부개정법률안,2025-05-23,"['허성무', '김동아', '박선원', '서미화', '이언주', '이재관', '임미애', '임오경', '정동영', '조인철']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2K5L0K5K1S9R2R0P4Q6P1P4X7V3W0,1,,"제안이유 및 주요내용\n현행법은 국가의 에너지정책 방향과 책무를 포괄적으로 규정하고 있으나, 최근 기후위기 대응과 탄소중립 사회 전환 등 에너지 환경이 급변함에 따라 국민들의 에너지 인식 개선을 위한 교육에 관한 명확한 규정이 미흡한 실정임.\n특히 에너지 절약 및 효율 향상, 탄소중립 실현 등 에너지 정책의 실효성을 높이기 위해서는 국민들의 인식과 행동변화를 촉진할 수 있는 체계적이고 전문적인 교육 사업이 필수적이나, 현행법상 이에 대한 정책적 추진 근거가 부족함.\n이에 에너지 교육에 관한 기본계획 수립을 산업통상자원부장관의 책무로 명확히 하고, 관련 업무를 공공기관에 위탁할 수 있도록 하며, 에너지 교육 사업에 소요되는 비용의 지원 근거를 마련함으로써 국가 에너지 정책의 실현을 위한 교육을 강화하려는 것임(안 제10조제6호의2 및 제18조의2 신설).","['기후변화', '에너지정책', '변화와혁신', '산업통상자원부', '기후위기대응', '탄소중립', '에너지절약', '비용', '기본계획', '에너지', '기후위기']"
2210590,에너지 및 자원사업 특별회계법 일부개정법률안,2025-05-23,"['허성무', '김동아', '박선원', '서미화', '이언주', '이재관', '임미애', '임오경', '정동영', '조인철']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2K5K0S5T1R9S2Q0R4P8X0X7W7X0V9,1,,"제안이유 및 주요내용\n현행법은 에너지 효율 향상, 자원개발, 공급안정 등에 필요한 사업을 특별회계를 통해 지원하기 위한 법률이나, 에너지 교육 사업에 관해서는 명시되어 있지 않아 관련 예산 지원에 대한 법적 근거가 부족한 상황임.\n이에 에너지전환이나 탄소중립 정책 등에 따라 국민 및 학생의 인식 개선을 위한 교육의 중요성이 커지고 있는 만큼, 이를 특별회계의 지원대상 사업으로 명확히 하여 국가 에너지 정책 실현을 위한 교육을 강화하려는 것임(안 제2조제6호의2 신설).","['기술혁신', '에너지전환', '에너지효율', '에너지효율향상', '탄소중립', '국가에너지정책', '에너지']"
2210589,노인장기요양보험법 일부개정법률안,2025-05-23,"['정춘생', '김선민', '김재원', '김준형', '박은정', '백선희', '서왕진', '신장식', '이해민', '차규근', '황운하']","['조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2N5L0M5K1K4T1R8R0P1Q4P7P6X5V3,1,,"제안이유 및 주요내용\n최근 전직 대통령 배우자 직계가족이 운영하는 장기요양기관이 허위ㆍ과다 청구 등 부정한 방법으로 장기요양급여를 수급했다는 의혹이 제기되었으며, 이에 대해 공적 자금의 도덕적 해이, 부정수급 제재의 미비, 형식적 행정점검의 실효성 부족 등에 대한 국민적 비판이 높아지고 있음.\n현행법은 부정청구에 대해 부당이득 징수 규정을 두고 있으나, 제재 수위가 미미하여 제도의 신뢰성을 심각하게 훼손하고 있는 실정임.\n이에 장기요양기관이 고의 또는 중대한 과실로 거짓이나 부정한 방법으로 급여비용을 청구하여 지급받은 경우, 그 손해액의 최대 5배까지 징벌적 손해배상 책임을 지도록 명시함으로써, 제도 오용을 강력히 억제하고 공적 재원의 남용을 방지하고자 함(안 제43조의2 신설 등).","['전직대통령', '공적자금', '장기요양급여', '배임증재', '장기요양등급자', '부당이득반환', '상속세', '부정수급', '탈세의혹', '불법대출']"
2210588,노인복지법 일부개정법률안,2025-05-23,"['정춘생', '위성곤', '김선민', '김재원', '김준형', '박은정', '서왕진', '신장식', '이해민', '차규근', '황운하']","['조국혁신당', '더불어민주당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R5Z0Z5Y1W4X1V8V0R3S3Q3R7P7O4,1,,"제안이유 및 주요내용\n최근 전직 대통령 배우자 직계가족이 운영하는 장기요양기관에서 노인을 강제로 사지 결박하고, 아픈 노인을 병원에 데려가지 않으며, 욕설을 하는 등 노인 학대 정황이 언론을 통해 드러나며 국민적 공분을 사고 있음. 이는 명백한 인권침해이며, 노인의 존엄성과 기본권을 심각하게 훼손하는 행위로서 사회적 재발 방지 대책이 시급한 상황임.\n한편, 현행법에는 신체억제대 사용에 대한 명시적 근거가 없으며, 이에 따라 요양시설에서 신체억제대가 자의적으로 사용되는 문제가 반복되고 있고, 노인학대에 대한 실효적 대응과 예방 대책이 미흡하다는 지적이 지속적으로 제기되고 있음.\n이에 노인복지시설에서의 신체억제대 사용을 원칙적으로 금지하고, 예외적으로 사용이 가능한 경우에 한해 엄격한 요건을 명시함으로써 노인의 인권을 보호하고, 신체억제대 사용의 기준과 절차에 대한 구체적 사항을 보건복지부령으로 정하도록 함.\n또한 노인학대 실태조사를 법적 의무사항으로 명확히 규정하고, 그 결과를 공표하여 노인학대 예방정책 수립의 기초자료로 활용하도록 하며, 노인에게 신체적 폭행이나 폭언 등 정서적 학대행위를 한 자에 대해 기존보다 강화된 형사처벌 규정을 적용함으로써 노인학대 범죄가 우리 사회에서 근절될 수 있도록 법적 기반을 강화하고자 하는 것임(안 제39조의22 신설 등).","['인권침해', '욕설', '실태조사', '재발방지', '노인의인권', '노인학대', '노인복지시설', '형사처벌', '보건복지부']"
2210587,공직선거법 일부개정법률안,2025-05-22,"['이학영', '김주영', '김태선', '박정', '서영석', '안호영', '이용우', '이정문', '이춘석', '임호선', '전현희', '정을호', '정준호', '조계원', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2H5G0E5F2D1E1L1M2L8L2J8K6I1Q2,1,,"제안이유 및 주요 내용\n최근 대통령선거를 앞두고 플랫폼 종사자 및 특수형태근로 종사자들이 사전투표일과 선거일에 과도한 업무로 인해 투표권을 행사하지 못할 것이라는 우려가 제기되고 있음. 실제로 일부 택배사들은 배송 경쟁을 이유로 6월 3일 대통령선거일에도 정상 근무를 요구하고 있는 것으로 확인되었음.\n현행법은 ‘다른 사람에게 고용된 자’에게 투표시간을 보장하도록 규정하고 있지만, 피고용인이 아닌 자영업자로 분류되는 노무제공자들은 이에 해당하지 않아 실질적으로 참정권이 침해되고 있는 것임.\n이에 고용형태와 무관하게 노무를 제공하는 사람도 헌법이 보장하는 투표권을 행사할 수 있도록 제도적 기반을 마련하고, 투표권 보장을 위반한 사용자에 대해 과태료를 부과하여 유권자의 권리를 강화하고자 함(안 제6조의3을 제6조의4로 하고 제6조의3 신설 등).","['투표권', '배송기사', '기표소', '선거', '노동법', '참정권', '특수고용·플랫폼노동자', '6·3대선', '대선선거운동', '대통령선거', '사전투표', '플랫폼']"
2210586,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,2025-05-22,"['조인철', '문진석', '박민규', '박수현', '박용갑', '이개호', '정진욱', '주철현', '한정애', '이해민']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2T5T0R5S2Q2R1P0Q2Y8W1X7V8W1U7,1,,"제안이유 및 주요내용\n현행법에 따르면 과학기술정보통신부장관은 침해사고가 발생하면 침해사고에 관한 정보의 수집ㆍ전파 등 침해사고 대응에 필요한 조치를 하여야 하고, 침해사고의 원인을 분석하고 피해 확산 방지, 사고대응, 복구 및 재발 방지를 위한 대책을 마련하여 해당 정보통신서비스 제공자에게 필요한 조치를 명할 수 있음.\n그런데 최근 침해사고의 발생으로 대규모 개인정보가 유출되었음에도 해당 정보통신서비스 제공자의 소극적 대응과 미흡한 이용자 피해구제 조치 등으로 인한 금융정보 탈취, 신원 도용과 같은 2차 피해의 발생과 사생활 침해에 대한 이용자의 우려가 급증하고 있음.\n이에 과학기술정보통신부장관은 침해사고의 예방 및 피해 확산 방지를 위하여 침해사고 관리ㆍ대응 매뉴얼 표준안을 마련하여 보급하도록 하고, 정보통신서비스 제공자가 침해사고 관련 자료 제출 명령을 이행하지 않는 경우 이행강제금을 부과하는 등 침해사고에 대한 신속하고 체계적인 대응체계를 마련하고 사업자의 적극적인 대응조치 및 법적 책임성을 제고하여 이용자 보호를 강화하려는 것임(안 제48조의7 및 제48조의8 신설 등).","['온라인활동검증', '피해구제', '피해복구', '개인정보보호법', '개인정보유출', '재발방지', '개인정보', '정보통신부', '정보통신서비스제공자', '정보보안', '개인정보위원회', '사이버침해', '자진시정', '침해사고']"
2210585,국민소환에 관한 법률안,2025-05-22,"['정춘생', '이해식', '김선민', '김재원', '김준형', '서왕진', '신장식', '이해민', '차규근', '황운하']","['조국혁신당', '더불어민주당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당', '조국혁신당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M5K0K4T0T7R1S4Q5P8P2L7L5K4L8,1,,"제안이유\n공직선거로 선출된 공직자 중 지방자치단체의 장과 지방의회 의원의 경우에는 현행 「주민소환에 관한 법률」에 따라 주민이 소환을 할 수 있으나, 국회의원의 경우에는 같은 선출직임에도 불구하고 소환을 할 수 있는 방법이 없음.\n국회의원이 국민의 뜻을 도외시하거나 무능ㆍ부패한 경우에도 선거를 통한 정치적 책임을 지는 방법 외에는 책임을 물을 수 있는 방법이 없는 것은 큰 문제이며, 공직선거로 선출된 공직자에 대하여 유권자가 책임을 물을 수 있는 대상에서 국회의원을 지방자치단체의 장 및 지방의회의 의원과 달리 취급할 이유도 찾을 수 없음.\n이에, 국회의원을 임기만료 전에 국민소환으로 해임할 수 있는 제도를 마련함으로써 국회의원들의 성실한 의정활동을 유도하고 국회의원에 대한 국민의 민주적 통제권을 확보하려는 것임.\n주요내용\n가. 이 법은 국민소환의 투표 청구권자ㆍ청구요건ㆍ절차 및 효력 등에 관하여 규정함(안 제1조).\n나. 국민소환투표인명부 작성기준일 현재 18세 이상으로 해당 지역구국회의원의 선거구 안에 주민등록이 되어 있는 사람은 해당 지역구국회의원에 대하여, 국내에 주민등록이 되어 있는 사람은 비례대표국회의원에 대하여 국민소환투표권이 있음(안 제3조).\n다. 지역구국회의원에 대하여는 국민소환투표권자 총수에 직전 임기만료에 따른 국회의원선거의 전국평균 투표율의 100분의 15를 곱한 수 이상의 서명으로, 비례대표국회의원에 대하여는 전체 국민소환투표권자 총수를 지역구국회의원 정수로 나눈 수에 직전 임기만료에 따른 국회의원선거의 전국평균 투표율의 100분의 15를 곱한 수 이상의 서명으로 국민소환투표를 청구할 수 있음(안 제7조).\n라. 지역구국회의원에 대한 국민소환투표는 해당 지역구국회의원의 선거구를 대상으로 하고, 비례대표국회의원에 대한 국민소환투표는 전국을 단위로 하되, 그 구체적인 구역은 중앙선거관리위원회규칙으로 정하도록 함(안 제16조).\n마. 국민소환은 국민소환투표권자 총수의 3분의 1이상의 투표와 유효투표 총수 과반수의 찬성으로 확정되며, 전체 국민소환투표자의 수가 국민소환투표권자 총수의 3분의 1에 미달하는 때에는 개표를 하지 아니함(안 제22조).","['대통령선거', '선거', '국민청원', '투표', '지지율변동', '국민소환', '대선선거운동', '국회의원', '정치적책임', '주민소환', '국회의원직제명', '대선후보배우자', '사전투표율', '국민소환제']"
